Sample Name,WGS84-long,WGS84-lat,Elevation(m),Rock Type,Sample Description,Sample Age,Uncertainty (+),Uncertainty (-),Age Interpretation,Isotopic System,Mineral Analyzed,Method,Lab,Primary Reference,Authors
TST09-03-5,-131.2314,56.7143,,sedimentary,a tuff band in deformed limestone from Rock and Roll,209.7,0.9,0.9,maximum depositional,U-Pb,detrital zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2019-01-06,"Mihalynuk, M.G., Zagorevski, A., Logan, J.M., Friedman, R.M., and Johnston, S.T."
TST09-03-16,-131.2251,56.7143,,sedimentary,"Cherty siltstone, Laminated, cream to rusty weathering, cherty, tuffaceous siltstone with a structural thickness of up to 100 m occurs to the north and east of Lost Lake",291.7,1,1,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2019-01-06,"Mihalynuk, M.G., Zagorevski, A., Logan, J.M., Friedman, R.M., and Johnston, S.T."
TST09-6-11,-131.2315,56.7184,,plutonic,"mediumgrained, hornblende-feldspar-titanite quartz diorite",185.6,0.5,0.5,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2019-01-06,"Mihalynuk, M.G., Zagorevski, A., Logan, J.M., Friedman, R.M., and Johnston, S.T."
TST09-7-01,-131.2289,56.7188,,plutonic,"Rhyodacitic dike, diamond drill hole RR91-70 (Fig. 2a) north of Lost Lake intersected an interval of felsic rock within the laminated volcanic siltstone unit.",182.92,0.22,0.22,crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geological Fieldwork P2019-01-06,"Mihalynuk, M.G., Zagorevski, A., Logan, J.M., Friedman, R.M., and Johnston, S.T."
WLTD-005,-130.0905095,56.27011627,,Intrusive,quartz dioritic to granodioritic in composition,190.6,1.3,1.3,crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","B.Sc. Thesis, University of British Columbia, Vancouver, B.C.","Lepore, W."
WLTD-008,-130.0856957,56.28601738,,Intrusive,monzodioritic,189,2.3,2.3,crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","B.Sc. Thesis, University of British Columbia, Vancouver, B.C.","Lepore, W."
EP-98-181,-129.9793838,55.82287304,,Plutonic,"Granodiorite, granite and quartz monzonite.",193,0.3,0.3,crystallization,U-Pb,zircon,AA-ID-TIMS,Geological Survey of Canada,"Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.199-216","Evenchick, C. A. et al"
EP-98-104-1,-130.0412618,55.79693509,,Plutonic,"Massive, grey-weathering, quartz-potassium feldspar porphyritic felsic body. It is abundantly porphyritic to megacrystic, comprising about 10% potassium feldspar phenocrysts 4-10mm across, 40% potassium feldspar phenocrysts 1-2mm across, 10% quartz phenocrysts 1-2mm across, 30% very fine grained quartzofeldspathic groundmass, and 10% randomly oriented fine (1 mm) porphyroblasts of biotite.",189.8,0.3,0.3,crystallization,U-Pb,zircon,AA-ID-TIMS,Geological Survey of Canada,"Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.199-216","Evenchick, C. A. et al"
EP-98-184,-129.9256973,55.70620482,,Volcanic,Andesitic crystal tuff.,189.8,0.6,0.6,crystallization,U-Pb,zircon,AA-ID-TIMS,Geological Survey of Canada,"Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.199-216","Evenchick, C. A. et al"
EP-98-114-1,-129.9531187,55.7278306,,Volcanic,Subvolcanic intrusion.,189.7,0.3,0.3,crystallization,U-Pb,zircon,AA-ID-TIMS,Geological Survey of Canada,"Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.199-216","Evenchick, C. A. et al"
EP-98-129-1,-129.9422679,55.70041774,,Sedimentary,"Lithic pebble conglomerate. The conglomerate is clast supported and composed primarily of siliceous clasts, possibly including rhyolite, dacite, chert and (or) quartzite, with lesser siltstone and quartzo-feldspathic sandstone. Clasts are rounded to angular, and subspherical.",185-212,,,maximum depositional,U-Pb,zircon,AA-ID-TIMS,Geological Survey of Canada,"Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.199-216","Evenchick, C. A. et al"
EP-98-186,-130.0299398,55.68821175,,Volcanic,"Rhyolite. White to rusty weathering and is massive or brecciated, and aphanitic. It contains 5%-10% subhedral plagioclase phenocrysts up to 0.5 mm across, trace muscovite and chlorite, and 90%-95% is a mosaic of cryptocrystalline to microcrystalline quartz.",176.6,1.1,1.1,crystallization,U-Pb,zircon,AA-ID-TIMS,Geological Survey of Canada,"Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.199-216","Evenchick, C. A. et al"
96JN46-5,-128.8406965,58.82026819,,Plutonic,Mylonitic granite,390,2.7,2.7,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
96JN47-3,-128.8339005,58.82924053,,Plutonic,Potassium feldspar megacrystic granite; deformed but texturally intact,373,20,20,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
97TH13,-130.3963523,59.46267803,,Plutonic,Foliated greenschist-grade tonalite,356,,,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
97TH33,-130.4845923,59.44322141,,Plutonic,Foliated and lineated tonalite,355.3,0.9,0.9,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
96JN32-6,-130.3235717,59.37254554,,Plutonic,Strongly foliated and transposed metatonalite,349.9,4.2,4.2,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
97TH47,-130.4263798,59.42569174,,Metamorphic,Siliceous tectonite (granite or possible rhyolite parent),340.4,5.5,5.5,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
96JN34-5,-130.4821573,59.63527943,,Metamorphic,"Pyritic quartz-sericite schist with quartz, plagioclase eyes (metadacite tuff)",336.4,3.6,3.6,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
97JN9-12,-130.3351066,59.4407933,,Metamorphic,Quartz eye-sericite schist (metadacite tuff),322-334,,,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
97TH25A,-130.3907708,59.44879859,,Plutonic,Weakly deformed muscovite pegmatite dyke; cuts local layering and foliation,269.8,3.2,3.2,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
01LL9-2,-129.1832098,58.91416722,,Plutonic,"Pegmatite, locally mylonitic; cuts across layering and foliation in amphibolite",264.3,0.9,0.9,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
01LL21-1,-128.9923132,58.97075857,,Plutonic,"Tonalite, from multiphase unfoliated intrusion. Post-kinematic to ductile deformation in lower Dorsey Complex",264,1.5,1.5,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
01LL13-2,-129.1287129,58.93865161,,Plutonic,"Pale green plagioclase-phyric dykes cut garnet amphibolite at base of complex. Cuts both foliation and brittle shears, although offset on a few of them. Does not penetrate basal fault.",235-260,,,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
00JN6-9,-130.677416,59.90564906,,Plutonic,"Coarse granite, Plate Creek Stock",197.3,0.9,0.9,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
97JN17-6,-131.6189006,59.98883624,,Plutonic,"Pegmatitic monzonite, intrudes Triassic Logjam clastics",186.6,5.8,5.8,inheritance,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
96JN32-4,-130.311272,59.37395408,,Plutonic,"Diorite, heterogeneous late synkinematic pluton",186.6,1.8,1.8,inheritance,U-Pb,titanite,ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
00JN4-10,-130.7141425,59.85842826,,Plutonic,Tonalite dyke-offshoot of Plate Creek Stock; undeformed; cuts sheared Dorsey - Swift River contact,185.2,1.7,1.7,inheritance,U-Pb,titanite,ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
99JN6-9,-130.31485,59.06300663,,Plutonic,"Slightly folded granite, intrudes Dorsey Complex",173,0.6,0.6,igneous crystallization,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.41/p.1201-1235","Nelson, J. and Friedman, R."
PE00-70,-128.7702756,58.45273271,,Plutonic,"Chloritized, medium-grained hornblende granodiorite to tonalite-diorite that is weakly to strongly foliated, locally with abundant secondary epidote.",187.5,2.9,2.9,Igneous crystallization,U-Pb,zircon,AA-ID-TIMS,University of Alberta,"Canadian Journal of Earth Sciences, Canadian Science Publishing, v.42/p.1449-1465","Erdmer, P. et al"
PE00-75,-128.7758761,58.43427674,,Plutonic,"Pale green to white, coarse-grained, epidote-chlorite-actinolite-bearing felsic schist. It contains quartz and plagioclase crystals whose abundance and concentration suggest that the protolith was a plagioclase and quartz-eye bearing porphyry. Its chemical composition is consistent with an andesite protolith. Gradation between fine- and coarse-grained layers is typical. A penetrative stretching lineation is defined by rods and extended aggregates of grey-blue quartz and chalky white plagioclase.",339.7,0.6,0.6,Igneous crystallization,U-Pb,zircon,AA-ID-TIMS,University of Alberta,"Canadian Journal of Earth Sciences, Canadian Science Publishing, v.42/p.1449-1465","Erdmer, P. et al"
PE00-78,-128.7707413,58.42592387,,Plutonic,"Granitic dyke. Coarse grained subporphyritic rock is mainly quartz orthoclase and muscovite with minor plagioclase. It displays calcite and sericite alteration, and a weak to locally strong, grain shape-defined foliation.",170.9,0.7,0.7,Igneous crystallization,U-Pb,zircon,AA-ID-TIMS,University of Alberta,"Canadian Journal of Earth Sciences, Canadian Science Publishing, v.42/p.1449-1465","Erdmer, P. et al"
S1,-119.4018414,50.07617168,,Metamorphic,"Hornblende-biotite gneiss. Cm scaled compositional layering parallel to the metamorphic foliation. Leucocratic layers contained plagioclase, quartz, hornblende, biotite, and secondary chlorite. Mafic layers were dominated by hornblende and plagioclase with lesser biotite.",171,0.4,0.4,igneous crystallization,U-Pb,zircon and titanite,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.43/p.213-244","Glombick, P. et al"
S2,-119.4022825,50.07493019,,Plutonic,Pegmatite veins.,161.7,2.8,2.8,igneous crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.43/p.213-244","Glombick, P. et al"
M1,-119.29457,50.20089217,,Metamorphic,Calcareous quartzite gneiss that is mylonitic and diopside bearing. Mm to cm discontinuous quartzofeldspathic layers oriented subparallel to the mylonitic foliation.,88.7,0.2,0.2,migmatization,U-Pb,zircon and titanite,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.43/p.213-244","Glombick, P. et al"
M2,-119.3204953,50.16649249,,Plutonic,"Medium grained, strongly foliated, biotite- and hornblende-bearing granodiorite.",102.2,3.8,3.8,igneous crystallization,U-Pb,zircon and titanite,ID-TIMS,University of Alberta,"Canadian Journal of Earth Sciences, NRC Research Press, v.43/p.213-244","Glombick, P. et al"
M3,-119.2608996,50.13572688,,Metamorphic,Diorite gneiss,Multiple,,,closure age of titanite grains at 61.6 ± 4.2 and metamorphic zircon growth at 88.7 ± 0.2,U-Pb,zircon,SHRIMP,Geological Survey of Canada,"Canadian Journal of Earth Sciences, NRC Research Press, v.43/p.213-244","Glombick, P. et al"
M4,-119.1679902,50.11780028,,Metamorphic,"Migmatitic schist. Mm to cm scale, discontinuous leucosome layers oriented coplanar with the transportation foliation.",154.5,0.4,0.4,migmatization,U-Pb,zircon,ID-TIMS,University of Alberta,"Canadian Journal of Earth Sciences, NRC Research Press, v.43/p.213-244","Glombick, P. et al"
M5,-119.0708503,50.11200931,,Plutonic,"Massive to weakly deformed pluton of medium to coarse grained, biotite-bearing, potassium-feldspar megacrystic monzonite to quartz monzonite.",51.7,0.6,0.6,igneous crystallization,U-Pb,zircon,ID-TIMS,University of Alberta,"Canadian Journal of Earth Sciences, NRC Research Press, v.43/p.213-244","Glombick, P. et al"
M6,-118.9470116,50.11664422,,Metamorphic,"Homogeneous, medium-grained, foliated, hornblende-bearing toanlite gneiss.",150.6,0.4,0.4,igneous crystallization,U-Pb,zircon,ID-TIMS,University of Alberta,"Canadian Journal of Earth Sciences, NRC Research Press, v.43/p.213-244","Glombick, P. et al"
CFar-19,-118.412552,52.15827356,,Volcanic,"Perlitic lava and ?ow breccia, potassium feldspar, vitreous biotite, sparse quartz",48.58,0.54,0.54,Igneous Crystallization,Ar-Ar,Biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-20a,-118.4770346,52.12374335,,Volcanic,Hornblende–biotite-porphyritic black vitric ash tuff,47.51,0.59,0.59,Igneous Crystallization,Ar-Ar,Biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-20b,-118.4770346,52.12374335,,Volcanic,Hornblende–biotite-porphyritic black vitric ash tuff,47.67,0.52,0.52,Igneous Crystallization,Ar-Ar,Biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-20c,-118.4770346,52.12374335,,Volcanic,Hornblende–biotite-porphyritic black vitric ash tuff,47.94,0.62,0.62,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-20d,-118.4770346,52.12374335,,Volcanic,Hornblende–biotite-porphyritic black vitric ash tuff,47.9,0.65,0.65,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
B22Kar-6,-124.205093,52.62049622,,Volcanic,"Yellow–orange weathered white to pale pink Hb-phyric rhyolite, correlated with the ""acicular hornblende dacite unit"" of Milhalynuk et al.(2008b, 2009a)",51,1.5,1.5,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
B22Kz-8,-124.2471954,52.73009499,,Volcanic,"Orange–rusty weathering, extremely silici?ed, pale yellow–white, clay-altered plagioclase–biotite-phyric rhyolite, quartz veinlets",48.9,0.4,0.4,Igneous Crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
BAdz-27,-123.7044564,52.86989509,,Volcanic,Epiclastic alluvial fan deposit with internal layering and volcanic blocks of various composition,40,,,Maximum deposition,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
BAz-16a,-123.9801333,52.88294405,,Volcanic,Flow-banded ?ow-folded dark grey aphanitique rhyolite-dacite,47.2,3.4,3.4,Igneous Crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
BAz-26b,-123.9166667,52.83528267,,Volcanic,Columnar-jointed black vitreous plagioclase-phyric dacite,48.13,0.05,0.05,Igneous Crystallization,U-Pb,Zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-1,-124.0638467,52.29351019,,Plutonic,Eocene intrusion. Biotite–feldspar porphyritic stock. Possibly related to Chili Cu mineral occurrence,51.69,0.38,0.38,Cooling,Ar-Ar,Biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-12,-118.4125481,52.10290943,,Volcanic,Biotite-phyric dacite ash tuff with ignimbritic textures,48.15,0.64,0.64,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-2a,-124.0561722,52.28772601,,Plutonic,Eocene intrusion. Biotite–feldspar porphyritic stock. Possibly related to Chili Cu mineral occurrence,51.85,0.57,0.57,Cooling,Ar-Ar,Biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-2b,-124.0561722,52.28772601,,Plutonic,Eocene intrusion. Biotite–feldspar porphyritic stock. Possibly related to Chili Cu mineral occurrence,54.66,0.89,0.89,Cooling,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-21,-118.4753233,52.13297218,,Volcanic,Black vitric ash tuff,48.31,0.34,0.34,Igneous Crystallization,Ar-Ar,Glass,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CFar-22,-118.4438429,52.11896283,,Volcanic,Vitreous black dike cuts ignimbrite section of biotite-phyric dacite ash tuff,47.11,0.55,0.55,Igneous Crystallization,Ar-Ar,Glass,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CLz-14,-123.9209767,52.75547158,,Volcanic,Proximal biotite–quartz-phyric felsic block and ash ?ow covered by flow banded plagioclase-pyroxene-phyric dacite and vitreous black dacite,49.3,0.3,0.3,Igneous Crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZar-23,-124.1078313,52.40017783,,Volcanic,Vitreous hornblende porphyric blocks in breccia,48.2,3.2,3.2,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZar-24,-118.0815628,52.56408226,,Volcanic,Thick dike with glassy margins cutting through vitreous black dacite,47.93,0.72,0.72,Igneous Crystallization,Ar-Ar,Glass,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZar-25,-118.0432727,52.59686647,,Volcanic,Quartz–pyroxene phyric dacite,46.58,0.51,0.51,Igneous Crystallization,Ar-Ar,Glass,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZar-3,-124.4591609,52.4998047,,Plutonic,Eocene intrusion. Hornblende-quartz–biotite porphyry dike cutting Ootsa Lake Group,53.74,0.57,0.57,Cooling,Ar-Ar,Biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZar-4,-124.2324907,52.3864465,,Volcanic,Flow-banded acicular hornblende-porphyritic lava,54.15,0.85,0.85,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZar-5,-124.0750949,52.48709634,,Volcanic,Flow-banded hornblende-porphyritic dacite,50.91,0.53,0.53,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZar-7a,-118.0111827,52.55408429,,Volcanic,Acicular hornblende porphyry lava interlayered with ?ow breccia and vesicular ?ow tops,49.11,0.99,0.99,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZar-7b,-118.0111827,52.55408429,,Volcanic,Acicular hornblende porphyry lava interlayered with ?ow breccia and vesicular ?ow tops,50.4,1.3,1.3,Igneous Crystallization,Ar-Ar,Hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
CZz-13,-118.1302047,52.44000874,,Volcanic,Silici?ed ash tuff at Vampire mineral showing,51,,,Maximum deposition,U-Pb,Zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
NAz-15,-123.5558125,52.73221319,,Volcanic,"Chalky white–grey ash tuff and lapilli with fragments of pumice, ash, black lithics, and quartz crystals; marker unit below the vitreous black dacite",49.9,0.3,0.3,Igneous Crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
NAz-9,-123.5273243,52.80381287,,Volcanic,"Orange weathered, ?ow banded and brecciated, white-grey quartz-biotite-phyric rhyolite",51.14,0.07,0.07,Igneous Crystallization,U-Pb,Zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
TBar-10,-123.196427,53.01405432,,Volcanic,Pale yellow ?ow-banded biotite–feldspar-phyric rhyolitic lava,52.75,0.36,0.36,Igneous Crystallization,Ar-Ar,Biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
TBar-11,-123.2730944,52.91836248,,Volcanic,Pale yellow–pink ?ow-banded biotite–quartz–feldspar-phyric rhyolite,50.6,1.1,1.1,Igneous Crystallization,Ar-Ar,Biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
TBz-10,-123.196427,53.01405432,,Volcanic,Pale yellow ?ow-banded biotite–feldspar-phyric rhyolite,50.5,2,2,Igneous Crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
TBz-17,-123.2321774,52.86794583,,Volcanic,Dark grey ?ow-banded biotite–plagioclase-phyric rhyodacite,51.35,0.68,0.68,Igneous Crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
TBz-18,-123.2850013,52.86981753,,Volcanic,Grey ?ow-banded biotite–plagioclase-phyric rhyolite,52.6,1.5,1.5,Igneous Crystallization,U-Pb,Zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.51/p.56-103","Bordet, E. et al"
04ES00-07-01,-128.8871249,58.49305355,,Plutonic,Medium grained melanocratic diorite that contains large plagioclase crystals (<1cm across; 10-15 volume %),188.11,0.13,0.13,igneous crystallization,U-Pb,zircon,CA-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.57/p.575-600","Nixon, G. et al"
04ES00-07-02a,-128.9009127,58.5006452,,Sedimentary,Volcanic wacke comprising epidote-plagioclase-opaques ± amphibole ± biotite ± quartz that was collected from the large screen of metasedimentary rocks at the northwestern margin of the Turnagain intrusion. These rocks are intruded by coarse-grained hornblendite and medium-grained dunite (both Stage 2) and cut by Stage 2 hornblendite dykes.,301.7,7.2,7.2,maximum deposition,U-Pb,zircon,AA-ID-TIMS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Canadian Journal of Earth Sciences, NRC Research Press, v.57/p.575-600","Nixon, G. et al"
